SEQ_ID	SYMBOL	GENE_NAME
NM_001000577	Olr744	olfactory receptor Olr744
NM_001000578	Olr745	olfactory receptor Olr745
NM_001000579	Olr777	olfactory receptor Olr777
NM_001000580	Olr791	olfactory receptor Olr791
NM_001000581	Olr838	olfactory receptor Olr838
NM_001000582	Olr854	olfactory receptor Olr854
NM_001000583	Olr857	olfactory receptor Olr857
NM_001000584	Olr858	olfactory receptor Olr858
NM_001000585	Olr859	olfactory receptor Olr859
NM_001000586	Olr879	olfactory receptor Olr879
NM_001000587	Olr916	olfactory receptor Olr916
NM_001000588	Olr927	olfactory receptor Olr927
NM_001000590	Olr987	olfactory receptor Olr987
NM_001000591	Olr1070	olfactory receptor Olr1070
NM_001000592	Olr1081	olfactory receptor Olr1081
NM_001000593	Olr1091	olfactory receptor Olr1091
NM_001000594	Olr1193	olfactory receptor Olr1193
NM_001000595	Olr1230	olfactory receptor Olr1230
NM_001000596	Olr1257	olfactory receptor Olr1257
NM_001000597	Olr1294	olfactory receptor Olr1294
NM_001000598	Olr1295	olfactory receptor Olr1295
NM_001000599	Olr1328	olfactory receptor Olr1328
NM_001000600	Olr796	olfactory receptor Olr796
NM_001000601	Olr795	olfactory receptor Olr795
NM_001000602	Olr788	olfactory receptor Olr788
NM_001000603	Olr785	olfactory receptor Olr785
NM_001000604	Olr784	olfactory receptor Olr784
NM_001000605	Olr782	olfactory receptor Olr782
NM_001000606	Olr780	olfactory receptor Olr780
NM_001000607	Olr778	olfactory receptor Olr778
NM_001000608	Olr776	olfactory receptor Olr776
NM_001000609	Olr772	olfactory receptor Olr772
NM_001000610	Olr771	olfactory receptor Olr771
NM_001000611	Olr767	olfactory receptor Olr767
NM_001000613	Olr757	olfactory receptor Olr757
NM_001000614	Olr756	olfactory receptor Olr756
NM_001000615	Olr749	olfactory receptor Olr749
NM_001000616	Olr737	olfactory receptor Olr737
NM_001000617	Olr734	olfactory receptor Olr734
NM_001000618	Olr733	olfactory receptor Olr733
NM_001000619	Olr727	olfactory receptor Olr727
NM_001000620	Olr726	olfactory receptor Olr726
NM_001000621	Olr717	olfactory receptor Olr717
NM_001000622	Olr716	olfactory receptor Olr716
NM_001000623	Olr715	olfactory receptor Olr715
NM_001000624	Olr712	olfactory receptor Olr712
NM_001000625	Olr711	olfactory receptor Olr711
NM_001000626	Olr704	olfactory receptor Olr704
NM_001000627	Olr701	olfactory receptor Olr701
NM_001000628	Olr695	olfactory receptor Olr695
NM_001000629	Olr693	olfactory receptor Olr693
NM_001000630	Olr691	olfactory receptor Olr691
NM_001000631	Olr681	olfactory receptor Olr681
NM_001000632	Olr675	olfactory receptor Olr675
NM_001000633	Olr670	olfactory receptor Olr670
NM_001000634	Olr665	olfactory receptor Olr665
NM_001000635	Olr660	olfactory receptor Olr660
NM_001000636	Olr654	olfactory receptor Olr654
NM_001000637	Olr653	olfactory receptor Olr653
NM_001000638	Olr652	olfactory receptor Olr652
NM_001000639	Olr650	olfactory receptor Olr650
NM_001000640	Olr649	olfactory receptor Olr649
NM_001000641	Olr648	olfactory receptor Olr648
NM_001000642	Olr646	olfactory receptor Olr646
NM_001000643	Olr641	olfactory receptor Olr641
NM_001000644	Olr640	olfactory receptor Olr640
NM_001000645	Olr636	olfactory receptor Olr636
NM_001000646	Olr635	olfactory receptor Olr635
NM_001000647	Olr634	olfactory receptor Olr634
NM_001000648	Olr633	olfactory receptor Olr633
NM_001000649	Olr625	olfactory receptor Olr625
NM_001000650	Olr624	olfactory receptor Olr624
NM_001000651	Olr623	olfactory receptor Olr623
NM_001000652	Olr621	olfactory receptor Olr621
NM_001000654	Olr613	olfactory receptor Olr613
NM_001000655	Olr608	olfactory receptor Olr608
NM_001000656	Olr604	olfactory receptor Olr604
NM_001000657	Olr594	olfactory receptor Olr594
NM_001000658	Olr590	olfactory receptor Olr590
NM_001000659	Olr587	olfactory receptor Olr587
NM_001000660	Olr586	olfactory receptor Olr586
NM_001000661	Olr584	olfactory receptor Olr584
NM_001000662	Olr582	olfactory receptor Olr582
NM_001000663	Olr581	olfactory receptor Olr581
NM_001000664	Olr569	olfactory receptor Olr569
NM_001000665	Olr566	olfactory receptor Olr566
NM_001000666	Olr563	olfactory receptor Olr563
NM_001000667	Olr562	olfactory receptor Olr562
NM_001000668	Olr559	olfactory receptor Olr559
NM_001000669	Olr557	olfactory receptor Olr557
NM_001000670	Olr551	olfactory receptor Olr551
NM_001000671	Olr537	olfactory receptor Olr537
NM_001000672	Olr535	olfactory receptor Olr535
NM_001000673	Olr533	olfactory receptor Olr533
NM_001000674	Olr529	olfactory receptor Olr529
NM_001000675	Olr527	olfactory receptor Olr527
NM_001000676	Olr518	olfactory receptor Olr518
NM_001000677	Olr508	olfactory receptor Olr508
NM_001000678	Olr507	olfactory receptor Olr507
NM_001000679	Olr505	olfactory receptor Olr505
NM_001000680	Olr500	olfactory receptor Olr500
NM_001000681	Olr496	olfactory receptor Olr496
NM_001000682	Olr486	olfactory receptor Olr486
NM_001000683	Olr483	olfactory receptor Olr483
NM_001000684	Olr481	olfactory receptor Olr481
NM_001000685	Olr480	olfactory receptor Olr480
NM_001000686	Olr475	olfactory receptor Olr475
NM_001000687	Olr456	olfactory receptor Olr456
NM_001000688	Olr436	olfactory receptor Olr436
NM_001000689	Olr34	olfactory receptor Olr34
NM_001000690	Olr32	olfactory receptor Olr32
NM_001000691	Olr29	olfactory receptor Olr29
NM_001000692	Olr25	olfactory receptor Olr25
NM_001000693	Olr24	olfactory receptor Olr24
NM_001000694	Olr16	olfactory receptor Olr16
NM_001000695	Olr14	olfactory receptor Olr14
NM_001000697	Olr1067	olfactory receptor Olr1067
NM_001000698	Olr1060	olfactory receptor Olr1060
NM_001000699	Olr1014	olfactory receptor Olr1014
NM_001000700	Olr996	olfactory receptor Olr996
NM_001000702	Olr982	olfactory receptor Olr982
NM_001000703	Olr954	olfactory receptor Olr954
NM_001000704	Olr931	olfactory receptor Olr931
NM_001000705	Olr922	olfactory receptor Olr922
NM_001000706	Olr906	olfactory receptor Olr906
NM_001000707	Olr877	olfactory receptor Olr877
NM_001000708	Olr876	olfactory receptor Olr876
NM_001000709	Olr1084	olfactory receptor Olr1084
NM_001000710	Olr1083	olfactory receptor Olr1083
NM_001000711	Olr1079	olfactory receptor Olr1079
NM_001000712	Olr1076	olfactory receptor Olr1076
NM_001000713	Olr1523	olfactory receptor Olr1523
NM_001000714	Olr1520	olfactory receptor Olr1520
NM_001000715	Olr1501	olfactory receptor Olr1501
NM_001000716	Olr1496	olfactory receptor Olr1496
NM_001000717	Olr1491	olfactory receptor Olr1491
NM_001000718	Olr1490	olfactory receptor Olr1490
NM_001000719	Olr1488	olfactory receptor Olr1488
NM_001000720	Olr1486	olfactory receptor Olr1486
NM_001000721	Olr1479	olfactory receptor Olr1479
NM_001000722	Olr1471	olfactory receptor Olr1471
NM_001000723	Olr1470	olfactory receptor Olr1470
NM_001000724	Olr1468	olfactory receptor Olr1468
NM_001000725	Olr1558	olfactory receptor Olr1558
NM_001000726	Olr1555	olfactory receptor Olr1555
NM_001000727	Olr1551	olfactory receptor Olr1551
NM_001000728	Olr1541	olfactory receptor Olr1541
NM_001000729	Olr1539	olfactory receptor Olr1539
NM_001000730	Olr278	olfactory receptor Olr278
NM_001000732	Olr271	olfactory receptor Olr271
NM_001000733	Olr268	olfactory receptor Olr268
NM_001000734	Olr241	olfactory receptor Olr241
NM_001000735	Olr213	olfactory receptor Olr213
NM_001000736	Olr209	olfactory receptor Olr209
NM_001000737	Olr164	olfactory receptor Olr164
NM_001000738	Olr160	olfactory receptor Olr160
NM_001000739	Olr150	olfactory receptor Olr150
NM_001000740	Olr125	olfactory receptor Olr125
NM_001000742	Olr111	olfactory receptor Olr111
NM_001000743	Olr110	olfactory receptor Olr110
NM_001000744	Olr101	olfactory receptor Olr101
NM_001000745	Olr89	olfactory receptor Olr89
NM_001000746	Olr88	olfactory receptor Olr88
NM_001000747	Olr86	olfactory receptor Olr86
NM_001000748	Olr60	olfactory receptor Olr60
NM_001000749	Olr57	olfactory receptor Olr57
NM_001000750	Olr1353	olfactory receptor Olr1353
NM_001000751	Olr1351	olfactory receptor Olr1351
NM_001000752	Olr1350	olfactory receptor Olr1350
NM_001000753	Olr1345	olfactory receptor Olr1345
NM_001000754	Olr363	olfactory receptor Olr363
NM_001000755	Olr360	olfactory receptor Olr360
NM_001000756	Olr358	olfactory receptor Olr358
NM_001000757	Olr348	olfactory receptor Olr348
NM_001000758	Olr347	olfactory receptor Olr347
NM_001000759	Olr336	olfactory receptor Olr336
NM_001000760	Olr331	olfactory receptor Olr331
NM_001000761	Olr330	olfactory receptor Olr330
NM_001000762	Olr322	olfactory receptor Olr322
NM_001000764	Olr312	olfactory receptor Olr312
NM_001000765	Olr310	olfactory receptor Olr310
NM_001000766	Olr306	olfactory receptor Olr306
NM_001000767	Olr289	olfactory receptor Olr289
NM_001000768	Olr7	olfactory receptor Olr7
NM_001000769	Olr1460	olfactory receptor Olr1460
NM_001000770	Olr1459	olfactory receptor Olr1459
NM_001000771	Olr1455	olfactory receptor Olr1455
NM_001000772	Olr1453	olfactory receptor Olr1453
NM_001000773	Olr1452	olfactory receptor Olr1452
NM_001000774	Olr1450	olfactory receptor Olr1450
NM_001000775	Olr1449	olfactory receptor Olr1449
NM_001000776	Olr1442	olfactory receptor Olr1442
NM_001000777	Olr1435	olfactory receptor Olr1435
NM_001000778	Olr1431	olfactory receptor Olr1431
NM_001000779	Olr1424	olfactory receptor Olr1424
NM_001000780	Olr1421	olfactory receptor Olr1421
NM_001000781	Olr1415	olfactory receptor Olr1415
NM_001000782	Olr1414	olfactory receptor Olr1414
NM_001000783	Olr1411	olfactory receptor Olr1411
NM_001000784	Olr1410	olfactory receptor Olr1410
NM_001000785	Olr1408	olfactory receptor Olr1408
NM_001000786	Olr1406	olfactory receptor Olr1406
NM_001000787	Olr1404	olfactory receptor Olr1404
NM_001000788	Olr1388	olfactory receptor Olr1388
NM_001000789	Olr1338	olfactory receptor Olr1338
NM_001000790	Olr1331	olfactory receptor Olr1331
NM_001000791	Olr1329	olfactory receptor Olr1329
NM_001000792	Olr1321	olfactory receptor Olr1321
NM_001000793	Olr1316	olfactory receptor Olr1316
NM_001000794	Olr1313	olfactory receptor Olr1313
NM_001000795	Olr1308	olfactory receptor Olr1308
NM_001000796	Olr1303	olfactory receptor Olr1303
NM_001000797	Olr1291	olfactory receptor Olr1291
NM_001000798	Olr1288	olfactory receptor Olr1288
NM_001000799	Olr1286	olfactory receptor Olr1286
NM_001000800	Olr1275	olfactory receptor Olr1275
NM_001000801	Olr1274	olfactory receptor Olr1274
NM_001000802	Olr1266	olfactory receptor Olr1266
NM_001000803	Olr1262	olfactory receptor Olr1262
NM_001000804	Olr1261	olfactory receptor Olr1261
NM_001000805	Olr1253	olfactory receptor Olr1253
NM_001000806	Olr1250	olfactory receptor Olr1250
NM_001000807	Olr1247	olfactory receptor Olr1247
NM_001000808	Olr1246	olfactory receptor Olr1246
NM_001000809	Olr1245	olfactory receptor Olr1245
NM_001000810	Olr1244	olfactory receptor Olr1244
NM_001000811	Olr1239	olfactory receptor Olr1239
NM_001000812	Olr1236	olfactory receptor Olr1236
NM_001000813	Olr1231	olfactory receptor Olr1231
NM_001000814	Olr1220	olfactory receptor Olr1220
NM_001000815	Olr1213	olfactory receptor Olr1213
NM_001000816	Olr1206	olfactory receptor Olr1206
NM_001000817	Olr1202	olfactory receptor Olr1202
NM_001000818	Olr1201	olfactory receptor Olr1201
NM_001000819	Olr1199	olfactory receptor Olr1199
NM_001000820	Olr1194	olfactory receptor Olr1194
NM_001000821	Olr868	olfactory receptor Olr868
NM_001000822	Olr860	olfactory receptor Olr860
NM_001000823	Olr427	olfactory receptor Olr427
NM_001000824	Olr421	olfactory receptor Olr421
NM_001000825	Olr418	olfactory receptor Olr418
NM_001000826	Olr413	olfactory receptor Olr413
NM_001000827	Olr409	olfactory receptor Olr409
NM_001000828	Olr407	olfactory receptor Olr407
NM_001000829	Olr401	olfactory receptor Olr401
NM_001000830	Olr398	olfactory receptor Olr398
NM_001000831	Olr396	olfactory receptor Olr396
NM_001000832	Olr1642	olfactory receptor Olr1642
NM_001000833	Olr1639	olfactory receptor Olr1639
NM_001000834	Olr1638	olfactory receptor Olr1638
NM_001000835	Olr1633	olfactory receptor Olr1633
NM_001000836	Olr1632	olfactory receptor Olr1632
NM_001000837	Olr1631	olfactory receptor Olr1631
NM_001000838	Olr1622	olfactory receptor Olr1622
NM_001000839	Olr1617	olfactory receptor Olr1617
NM_001000840	Olr1616	olfactory receptor Olr1616
NM_001000841	Olr1614	olfactory receptor Olr1614
NM_001000842	Olr821	olfactory receptor Olr821
NM_001000843	Olr819	olfactory receptor Olr819
NM_001000844	Olr818	olfactory receptor Olr818
NM_001000845	Olr816	olfactory receptor Olr816
NM_001000846	Olr813	olfactory receptor Olr813
NM_001000847	Olr812	olfactory receptor Olr812
NM_001000848	Olr811	olfactory receptor Olr811
NM_001000849	Olr809	olfactory receptor Olr809
NM_001000850	Olr808	olfactory receptor Olr808
NM_001000851	Olr807	olfactory receptor Olr807
NM_001000852	Olr804	olfactory receptor Olr804
NM_001000853	Olr803	olfactory receptor Olr803
NM_001000854	Olr799	olfactory receptor Olr799
NM_001000855	Olr844	olfactory receptor Olr844
NM_001000856	Olr386	olfactory receptor Olr386
NM_001000857	Olr1380	olfactory receptor Olr1380
NM_001000858	Olr1364	olfactory receptor Olr1364
NM_001000859	Olr1192	olfactory receptor Olr1192
NM_001000862	Olr1186	olfactory receptor Olr1186
NM_001000864	Olr1179	olfactory receptor Olr1179
NM_001000865	Olr1177	olfactory receptor Olr1177
NM_001000867	Olr1166	olfactory receptor Olr1166
NM_001000868	Olr1165	olfactory receptor Olr1165
NM_001000869	Olr1163	olfactory receptor Olr1163
NM_001000870	Olr1162	olfactory receptor Olr1162
NM_001000871	Olr1159	olfactory receptor Olr1159
NM_001000872	Olr1158	olfactory receptor Olr1158
NM_001000873	Olr1156	olfactory receptor Olr1156
NM_001000874	Olr1149	olfactory receptor Olr1149
NM_001000875	Olr1148	olfactory receptor Olr1148
NM_001000876	Olr1144	olfactory receptor Olr1144
NM_001000877	Olr1142	olfactory receptor Olr1142
NM_001000878	Olr1135	olfactory receptor Olr1135
NM_001000879	Olr1129	olfactory receptor Olr1129
NM_001000880	Olr1126	olfactory receptor Olr1126
NM_001000881	Olr1125	olfactory receptor Olr1125
NM_001000882	Olr1122	olfactory receptor Olr1122
NM_001000883	Olr1118	olfactory receptor Olr1118
NM_001000884	Olr1117	olfactory receptor Olr1117
NM_001000885	Olr1115	olfactory receptor Olr1115
NM_001000886	Olr1710	olfactory receptor Olr1710
NM_001000887	Olr1705	olfactory receptor Olr1705
NM_001000888	Olr1692	olfactory receptor Olr1692
NM_001000889	Olr1689	olfactory receptor Olr1689
NM_001000890	Olr1682	olfactory receptor Olr1682
NM_001000891	Olr1680	olfactory receptor Olr1680
NM_001000892	Olr1679	olfactory receptor Olr1679
NM_001000893	Olr1678	olfactory receptor Olr1678
NM_001000894	Olr1675	olfactory receptor Olr1675
NM_001000895	Olr1670	olfactory receptor Olr1670
NM_001000896	Olr1726	olfactory receptor Olr1726
NM_001000897	Olr837	olfactory receptor Olr837
NM_001000898	Olr832	olfactory receptor Olr832
NM_001000899	Olr831	olfactory receptor Olr831
NM_001000900	Olr830	olfactory receptor Olr830
NM_001000901	Olr829	olfactory receptor Olr829
NM_001000902	Olr827	olfactory receptor Olr827
NM_001000903	Olr826	olfactory receptor Olr826
NM_001000904	Olr825	olfactory receptor Olr825
NM_001000905	Olr824	olfactory receptor Olr824
NM_001000906	Olr1104	olfactory receptor Olr1104
NM_001000908	Olr1565	olfactory receptor Olr1565
NM_001000909	Olr1602	olfactory receptor Olr1602
NM_001000910	Olr1598	olfactory receptor Olr1598
NM_001000911	Olr1597	olfactory receptor Olr1597
NM_001000912	Olr1591	olfactory receptor Olr1591
NM_001000913	Olr1587	olfactory receptor Olr1587
NM_001000914	Olr392	olfactory receptor Olr392
NM_001000915	Olr790	olfactory receptor Olr790
NM_001000916	Olr786	olfactory receptor Olr786
NM_001000917	Olr779	olfactory receptor Olr779
NM_001000918	Olr774	olfactory receptor Olr774
NM_001000919	Olr768	olfactory receptor Olr768
NM_001000921	Olr753	olfactory receptor Olr753
NM_001000922	Olr735	olfactory receptor Olr735
NM_001000923	Olr714	olfactory receptor Olr714
NM_001000924	Olr666	olfactory receptor Olr666
NM_001000925	Olr661	olfactory receptor Olr661
NM_001000926	Olr611	olfactory receptor Olr611
NM_001000927	Olr606	olfactory receptor Olr606
NM_001000928	Olr583	olfactory receptor Olr583
NM_001000929	Olr556	olfactory receptor Olr556
NM_001000930	Olr520	olfactory receptor Olr520
NM_001000931	Olr499	olfactory receptor Olr499
NM_001000932	Olr491	olfactory receptor Olr491
NM_001000933	Olr490	olfactory receptor Olr490
NM_001000934	Olr463	olfactory receptor Olr463
NM_001000935	Olr36	olfactory receptor Olr36
NM_001000936	Olr27	olfactory receptor Olr27
NM_001000937	Olr17	olfactory receptor Olr17
NM_001000938	Olr995	olfactory receptor Olr995
NM_001000940	Olr894	olfactory receptor Olr894
NM_001000941	Olr1077	olfactory receptor Olr1077
NM_001000942	Olr1500	olfactory receptor Olr1500
NM_001000943	Olr1474	olfactory receptor Olr1474
NM_001000944	Olr1472	olfactory receptor Olr1472
NM_001000945	Olr1535	olfactory receptor Olr1535
NM_001000946	Olr260	olfactory receptor Olr260
NM_001000947	Olr255	olfactory receptor Olr255
NM_001000948	Olr194	olfactory receptor Olr194
NM_001000949	Olr179	olfactory receptor Olr179
NM_001000950	Olr162	olfactory receptor Olr162
NM_001000951	Olr114	olfactory receptor Olr114
NM_001000952	Olr109	olfactory receptor Olr109
NM_001000953	Olr1352	olfactory receptor Olr1352
NM_001000954	Olr339	olfactory receptor Olr339
NM_001000955	Olr308	olfactory receptor Olr308
NM_001000956	Olr1456	olfactory receptor Olr1456
NM_001000957	Olr1451	olfactory receptor Olr1451
NM_001000958	Olr1445	olfactory receptor Olr1445
NM_001000959	Olr1305	olfactory receptor Olr1305
NM_001000960	Olr1292	olfactory receptor Olr1292
NM_001000961	Olr1279	olfactory receptor Olr1279
NM_001000962	Olr1260	olfactory receptor Olr1260
NM_001000963	Olr1237	olfactory receptor Olr1237
NM_001000964	Olr1228	olfactory receptor Olr1228
NM_001000965	Olr1219	olfactory receptor Olr1219
NM_001000966	Olr1200	olfactory receptor Olr1200
NM_001000968	Olr419	olfactory receptor Olr419
NM_001000969	Olr410	olfactory receptor Olr410
NM_001000970	Olr1635	olfactory receptor Olr1635
NM_001000971	Olr1625	olfactory receptor Olr1625
NM_001000973	Olr1609	olfactory receptor Olr1609
NM_001000974	Olr820	olfactory receptor Olr820
NM_001000975	Olr810	olfactory receptor Olr810
NM_001000976	Olr806	olfactory receptor Olr806
NM_001000977	Olr802	olfactory receptor Olr802
NM_001000978	Olr1374	olfactory receptor Olr1374
NM_001000979	Olr1370	olfactory receptor Olr1370
NM_001000980	Olr1366	olfactory receptor Olr1366
NM_001000981	Olr1191	olfactory receptor Olr1191
NM_001000982	Olr1185	olfactory receptor Olr1185
NM_001000983	Olr1172	olfactory receptor Olr1172
NM_001000984	Olr1164	olfactory receptor Olr1164
NM_001000985	Olr1160	olfactory receptor Olr1160
NM_001000986	Olr1132	olfactory receptor Olr1132
NM_001000987	Olr1128	olfactory receptor Olr1128
NM_001000988	Olr1119	olfactory receptor Olr1119
NM_001000991	Olr828	olfactory receptor Olr828
NM_001000992	Olr823	olfactory receptor Olr823
NM_001000993	Olr1108	olfactory receptor Olr1108
NM_001000995	Olr1590	olfactory receptor Olr1590
NM_001000996	Olr766	olfactory receptor Olr766
NM_001000997	Olr689	olfactory receptor Olr689
